date,amount,category,subcategory,description,merchant,transaction_type,user_id
2024-06-25,13.7,ATM Fee,ATM Fee,Owner hand since.,Pugh-Brooks,expense,2
2024-06-28,63.4,Transportation,Gas,Parking fee,Metro,expense,2
2024-06-29,18.93,Shopping,Books,Retail shopping,Target,expense,2
2024-07-01,3490.9,Salary,Salary,Monthly salary payment,Healthcare LLC,income,2
2024-07-02,7.34,Shopping,Books,Retail shopping,Macys,expense,2
2024-07-05,20.18,Entertainment,Streaming,Concert,Steam,expense,2
2024-07-08,41.7,Shopping,Personal Care,Online purchase,Target,expense,2
2024-07-08,15.17,Bank Fee,Bank Fee,Between really which.,Smith-Melton,expense,2
2024-07-10,17.29,Entertainment,Sports,Concert,AMC Theaters,expense,2
2024-07-11,31.29,Food & Dining,Fast Food,Coffee,Starbucks,expense,2
2024-07-11,14.36,Food & Dining,Coffee,Dinner,McDonalds,expense,2
2024-07-12,1383.07,Housing,Maintenance,Property maintenance,Wells Fargo,expense,2
2024-07-12,38.64,Food & Dining,Coffee,Grocery shopping,Chipotle,expense,2
2024-07-12,32.07,Transportation,Parking,Car payment,Chevron,expense,2
2024-07-12,10.01,Entertainment,Music,Subscription,Netflix,expense,2
2024-07-13,155.7,Healthcare,Insurance Premium,Insurance,Dental Associates,expense,2
2024-07-14,41.12,Subscription,Subscription,Where make seven fire television.,French and Sons,expense,2
2024-07-14,37.46,Bank Fee,Bank Fee,Memory meeting live.,Lutz-Johnson,expense,2
2024-07-15,3486.78,Salary,Salary,Monthly salary payment,Tech Corp,income,2
2024-07-15,784.15,Freelance,Freelance,Freelance project payment,Upwork,income,2
2024-07-16,15.87,Transportation,Uber/Lyft,Car payment,Chevron,expense,2
2024-07-17,1347.58,Housing,Maintenance,Rent payment,Property Manager,expense,2
2024-07-17,51.33,Transportation,Parking,Car payment,Lyft,expense,2
2024-07-17,40.85,Transportation,Gas,Gas fill-up,Shell,expense,2
2024-07-18,22.12,Other,Other,Soon real move commercial wall.,"Graham, Alvarez and Mitchell",expense,2
2024-07-18,42.9,ATM Fee,ATM Fee,Get baby cultural wind yourself.,"Rodriguez, Freeman and Cook",expense,2
2024-07-20,26.29,Other,Other,Should still respond.,Davila-Green,expense,2
2024-07-22,15.81,Food & Dining,Coffee,Lunch,Whole Foods,expense,2
2024-07-22,60.91,Transportation,Public Transit,Gas fill-up,Shell,expense,2
2024-07-22,12.91,Bank Fee,Bank Fee,Fast artist.,Landry-Smith,expense,2
2024-07-23,132.25,Utilities,Water,Internet bill,AT&T,expense,2
2024-07-24,18.16,Shopping,Personal Care,Online purchase,Best Buy,expense,2
2024-07-25,24.21,Other,Other,South less paper.,"Riddle, French and Barton",expense,2
2024-07-27,9.6,Shopping,Clothing,Retail shopping,Target,expense,2
2024-07-27,44.45,Bank Fee,Bank Fee,Each weight his paper.,"Silva, Hayes and Cox",expense,2
2024-07-27,26.23,Bank Fee,Bank Fee,Him look man determine lawyer.,"Page, Sanchez and Owens",expense,2
2024-07-27,35.63,Bank Fee,Bank Fee,National wife all follow.,"Haynes, Brooks and Doyle",expense,2
2024-07-29,17.08,Food & Dining,Groceries,Coffee,Whole Foods,expense,2
2024-07-29,42.65,Shopping,Personal Care,Online purchase,Macys,expense,2
2024-07-30,23.53,Food & Dining,Delivery,Grocery shopping,Whole Foods,expense,2
2024-07-30,8.4,ATM Fee,ATM Fee,No PM fish public.,Brown PLC,expense,2
2024-07-30,40.25,Other,Other,Argue how method choose.,Mcgee Inc,expense,2
2024-08-01,3476.32,Salary,Salary,Monthly salary payment,Finance Inc,income,2
2024-08-01,1956.21,Freelance,Freelance,Freelance project payment,Client A,income,2
2024-08-02,1471.45,Housing,Maintenance,Property maintenance,Property Manager,expense,2
2024-08-03,42.41,Food & Dining,Delivery,Lunch,Starbucks,expense,2
2024-08-03,43.03306192728386,Shopping,Books,Online purchase,Target,expense,2
2024-08-05,1397.84,Housing,HOA Fees,Property maintenance,Wells Fargo,expense,2
2024-08-05,18.92,Bank Fee,Bank Fee,Generation happy ever.,Meyer-Hill,expense,2
2024-08-06,48.97,Transportation,Public Transit,Parking fee,Metro,expense,2
2024-08-08,8.91,ATM Fee,ATM Fee,You against.,Macias PLC,expense,2
2024-08-10,228.23,Utilities,Gas,Internet bill,Water Company,expense,2
2024-08-10,6.54,Entertainment,Music,Subscription,PlayStation Store,expense,2
2024-08-10,9.46,Entertainment,Music,Movie tickets,Spotify,expense,2
2024-08-12,12.81,Entertainment,Movies,Subscription,PlayStation Store,expense,2
2024-08-12,32.671726163977745,Shopping,Clothing,Retail shopping,Amazon,expense,2
2024-08-12,35.54,Other,Other,Should tend once relationship.,Torres Inc,expense,2
2024-08-12,16.24,ATM Fee,ATM Fee,Reality each.,"Herrera, Thomas and Smith",expense,2
2024-08-13,23.83,Entertainment,Movies,Concert,Spotify,expense,2
2024-08-13,17.558994659042032,Shopping,Clothing,Retail shopping,Target,expense,2
2024-08-13,45.8,Other,Other,About check all.,Brooks-Maynard,expense,2
2024-08-14,41.11,Other,Other,Different paper career.,Dickson LLC,expense,2
2024-08-15,3613.26,Salary,Salary,Monthly salary payment,Finance Inc,income,2
2024-08-15,44.94,Other,Other,Item return.,"Perez, Bell and Henderson",expense,2
2024-08-16,20.25,Entertainment,Sports,Movie tickets,Netflix,expense,2
2024-08-17,10.38,Entertainment,Gaming,Subscription,AMC Theaters,expense,2
2024-08-18,39.07,Bank Fee,Bank Fee,Herself have learn force suffer.,"Beltran, Snow and Davis",expense,2
2024-08-19,28.47,Transportation,Car Payment,Car payment,Metro,expense,2
2024-08-19,11.62,Other,Other,Century threat environmental.,"Davis, Anderson and Campbell",expense,2
2024-08-21,21.92228134256822,Shopping,Home Goods,Retail shopping,Amazon,expense,2
2024-08-23,17.92,Subscription,Subscription,Able else.,"Jackson, Bradley and Perry",expense,2
2024-08-25,9.26,Food & Dining,Restaurants,Grocery shopping,Uber Eats,expense,2
2024-08-26,1425.07,Housing,HOA Fees,Mortgage payment,Landlord,expense,2
2024-08-26,39.55,Food & Dining,Coffee,Dinner,Chipotle,expense,2
2024-08-27,44.15,Transportation,Uber/Lyft,Gas fill-up,Metro,expense,2
2024-08-27,112.92,Healthcare,Doctor Visit,Prescription,Dental Associates,expense,2
2024-08-27,29.86,Subscription,Subscription,Along car type glass.,Cross-Davis,expense,2
2024-08-28,35.27088076521571,Shopping,Clothing,Online purchase,Amazon,expense,2
2024-08-28,6.48,Other,Other,Head minute could teach.,"Haynes, Hutchinson and Castro",expense,2
2024-08-29,36.46,Transportation,Parking,Car payment,Chevron,expense,2
2024-08-29,38.1,ATM Fee,ATM Fee,Friend reality.,Lee-Daniels,expense,2
2024-09-01,3493.63,Salary,Salary,Monthly salary payment,Finance Inc,income,2
2024-09-01,19.88,Food & Dining,Coffee,Coffee,Safeway,expense,2
2024-09-02,17.84125579220815,Shopping,Clothing,Online purchase,Macys,expense,2
2024-09-03,28.11,Transportation,Public Transit,Car payment,Lyft,expense,2
2024-09-04,1374.91,Housing,Rent,Property maintenance,Home Depot,expense,2
2024-09-04,60.14,Transportation,Uber/Lyft,Parking fee,Lyft,expense,2
2024-09-05,1446.45,Housing,Maintenance,Rent payment,Wells Fargo,expense,2
2024-09-06,269.88,Travel,Hotels,Flight booking,Southwest Airlines,expense,2
2024-09-09,13.11,Transportation,Gas,Car payment,Honda Finance,expense,2
2024-09-10,11.51,Entertainment,Gaming,Concert,Netflix,expense,2
2024-09-12,14.93,Food & Dining,Coffee,Grocery shopping,McDonalds,expense,2
2024-09-12,61.3,Transportation,Gas,Gas fill-up,Metro,expense,2
2024-09-14,18.36,Transportation,Car Payment,Parking fee,Honda Finance,expense,2
2024-09-14,21.08,Entertainment,Movies,Movie tickets,Spotify,expense,2
2024-09-14,16.38,Entertainment,Music,Subscription,AMC Theaters,expense,2
2024-09-15,3597.38,Salary,Salary,Monthly salary payment,Finance Inc,income,2
2024-09-15,48.9,Food & Dining,Fast Food,Lunch,McDonalds,expense,2
2024-09-15,11.408054132130456,Shopping,Books,Personal items,Best Buy,expense,2
2024-09-17,25.49,Entertainment,Music,Movie tickets,PlayStation Store,expense,2
2024-09-18,32.74,Other,Other,Onto many everything.,Miller PLC,expense,2
2024-09-18,42.37,Bank Fee,Bank Fee,Program blood toward.,Taylor-Johnston,expense,2
2024-09-19,40.998429592378116,Shopping,Electronics,Retail shopping,Amazon,expense,2
2024-09-20,110.55,Healthcare,Dental,Doctor visit,Dental Associates,expense,2
2024-09-21,25.75,Other,Other,Whole thing describe.,"Curry, Villarreal and Benson",expense,2
2024-09-23,22.3339121617688,Shopping,Electronics,Online purchase,Target,expense,2
2024-09-24,1411.2,Housing,Rent,Property maintenance,Property Manager,expense,2
2024-09-25,22.24,Bank Fee,Bank Fee,Billion special way.,"Nelson, House and Glenn",expense,2
2024-09-26,31.95,ATM Fee,ATM Fee,Probably now base half body.,Young-Hunter,expense,2
2024-09-27,190.12,Healthcare,Pharmacy,Doctor visit,CVS Pharmacy,expense,2
2024-09-28,135.62,Healthcare,Pharmacy,Insurance,CVS Pharmacy,expense,2
2024-09-28,45.61,Other,Other,Fact glass officer purpose.,"Krause, Carter and Owen",expense,2
2024-09-29,123.73,Utilities,Gas,Phone bill,Comcast,expense,2
2024-10-01,3481.06,Salary,Salary,Monthly salary payment,Finance Inc,income,2
2024-10-01,854.98,Freelance,Freelance,Freelance project payment,Client A,income,2
2024-10-01,15.74,Shopping,Books,Personal items,Amazon,expense,2
2024-10-03,40.75,Bank Fee,Bank Fee,Daughter itself pressure.,Thomas-Evans,expense,2
2024-10-06,21.15,Entertainment,Movies,Movie tickets,AMC Theaters,expense,2
2024-10-06,24.49,Shopping,Electronics,Personal items,Amazon,expense,2
2024-10-06,17.98,Shopping,Home Goods,Online purchase,Target,expense,2
2024-10-10,229.94,Utilities,Gas,Internet bill,Comcast,expense,2
2024-10-11,34.54,Bank Fee,Bank Fee,Receive professor area.,Wilson Inc,expense,2
2024-10-12,15.83,Food & Dining,Coffee,Dinner,Uber Eats,expense,2
2024-10-12,25.61,Transportation,Uber/Lyft,Car payment,Honda Finance,expense,2
2024-10-13,10.17,Subscription,Subscription,Before husband why focus.,"Rodriguez, Bates and Taylor",expense,2
2024-10-13,49.0,Other,Other,Place buy thought.,Johnson-Valenzuela,expense,2
2024-10-13,15.37,Bank Fee,Bank Fee,Poor choose lay task.,"Lara, Miller and Ayala",expense,2
2024-10-15,3336.92,Salary,Salary,Monthly salary payment,Finance Inc,income,2
2024-10-15,24.9,Food & Dining,Groceries,Lunch,Uber Eats,expense,2
2024-10-16,46.0,Food & Dining,Coffee,Lunch,McDonalds,expense,2
2024-10-17,46.59,Subscription,Subscription,Remember heavy knowledge likely most.,Graham Group,expense,2
2024-10-18,11.26,Subscription,Subscription,Present man represent peace material.,"Mcfarland, Rodriguez and Hoffman",expense,2
2024-10-23,1352.73,Housing,Mortgage,Property maintenance,Home Depot,expense,2
2024-10-23,35.57,Food & Dining,Groceries,Lunch,Uber Eats,expense,2
2024-10-23,24.65,Entertainment,Music,Concert,Spotify,expense,2
2024-10-23,23.12,Entertainment,Gaming,Concert,PlayStation Store,expense,2
2024-10-24,14.04,Food & Dining,Coffee,Lunch,Uber Eats,expense,2
2024-10-24,50.52,Transportation,Public Transit,Parking fee,Metro,expense,2
2024-10-25,30.7,Shopping,Home Goods,Personal items,CVS,expense,2
2024-10-25,169.15,Healthcare,Pharmacy,Prescription,CVS Pharmacy,expense,2
2024-10-26,98.25,Healthcare,Pharmacy,Prescription,CVS Pharmacy,expense,2
2024-10-26,18.62,Other,Other,Sort project single.,Scott-Rodriguez,expense,2
2024-10-28,143.9,Healthcare,Doctor Visit,Prescription,CVS Pharmacy,expense,2
2024-10-29,26.74,Shopping,Clothing,Retail shopping,Macys,expense,2
2024-10-30,8.01,Food & Dining,Restaurants,Dinner,DoorDash,expense,2
2024-10-30,62.97,Transportation,Car Payment,Parking fee,Shell,expense,2
2024-10-30,42.94,Other,Other,Figure behind two reason rather.,Hurst PLC,expense,2
2024-10-31,38.65,Shopping,Personal Care,Online purchase,Best Buy,expense,2
2024-11-01,3570.88,Salary,Salary,Monthly salary payment,Tech Corp,income,2
2024-11-03,19.124238664286317,Shopping,Home Goods,Online purchase,Best Buy,expense,2
2024-11-04,37.87810780509132,Shopping,Personal Care,Personal items,Best Buy,expense,2
2024-11-04,14.44,ATM Fee,ATM Fee,Evening after than.,"Cobb, Johnston and Schmidt",expense,2
2024-11-05,1334.07,Housing,Rent,Property maintenance,Wells Fargo,expense,2
2024-11-07,58.24,Transportation,Public Transit,Gas fill-up,Uber,expense,2
2024-11-09,11.66,Transportation,Uber/Lyft,Gas fill-up,Shell,expense,2
2024-11-10,1443.79,Housing,Property Tax,Property maintenance,Bank of America,expense,2
2024-11-14,18.893572759491008,Food & Dining,Groceries,Coffee,Chipotle,expense,2
2024-11-15,3621.3,Salary,Salary,Monthly salary payment,Finance Inc,income,2
2024-11-17,1416.91,Housing,Property Tax,Property maintenance,Wells Fargo,expense,2
2024-11-17,74.62266591005,Food & Dining,Groceries,Dinner,McDonalds,expense,2
2024-11-17,44.62163687435158,Shopping,Books,Personal items,Best Buy,expense,2
2024-11-17,13.59,ATM Fee,ATM Fee,Able in peace under.,Wilson Inc,expense,2
2024-11-18,54.14612922128171,Food & Dining,Restaurants,Coffee,Chipotle,expense,2
2024-11-18,16.71,Subscription,Subscription,Though road commercial.,"Schneider, Ryan and Duncan",expense,2
2024-11-21,186.38,Healthcare,Pharmacy,Doctor visit,Dental Associates,expense,2
2024-11-22,67.9,Transportation,Uber/Lyft,Parking fee,Lyft,expense,2
2024-11-23,15.79758638964129,Food & Dining,Fast Food,Lunch,McDonalds,expense,2
2024-11-23,12.191831271470589,Shopping,Books,Retail shopping,Walgreens,expense,2
2024-11-24,25.76295633967222,Food & Dining,Delivery,Dinner,Uber Eats,expense,2
2024-11-25,52.16,Transportation,Uber/Lyft,Gas fill-up,Lyft,expense,2
2024-11-26,26.18,Entertainment,Gaming,Movie tickets,AMC Theaters,expense,2
2024-11-27,30.88,Bank Fee,Bank Fee,Customer section minute represent.,Myers LLC,expense,2
2024-11-28,25.48,Entertainment,Movies,Subscription,Netflix,expense,2
2024-11-28,21.4,Entertainment,Music,Concert,Netflix,expense,2
2024-11-28,23.2,ATM Fee,ATM Fee,Message rule.,"Price, Boyd and Davidson",expense,2
2024-11-29,148.84,Utilities,Phone,Phone bill,Water Company,expense,2
2024-11-30,9.97,Entertainment,Streaming,Subscription,Steam,expense,2
2024-12-01,3468.61,Salary,Salary,Monthly salary payment,Healthcare LLC,income,2
2024-12-03,35.39329795489788,Food & Dining,Delivery,Lunch,Chipotle,expense,2
2024-12-03,44.48,Transportation,Gas,Car payment,Metro,expense,2
2024-12-04,20.63,Other,Other,Power oil bag.,"Adams, Hall and Bennett",expense,2
2024-12-05,68.40156592618258,Shopping,Personal Care,Personal items,Macys,expense,2
2024-12-06,142.88,Utilities,Water,Internet bill,Water Company,expense,2
2024-12-08,21.3,Transportation,Uber/Lyft,Car payment,Shell,expense,2
2024-12-08,183.0,Utilities,Water,Phone bill,PG&E,expense,2
2024-12-08,8.42,Entertainment,Movies,Movie tickets,Netflix,expense,2
2024-12-09,101.24,Healthcare,Pharmacy,Prescription,Kaiser Permanente,expense,2
2024-12-10,145.41,Healthcare,Doctor Visit,Doctor visit,Dental Associates,expense,2
2024-12-12,69.69238560867822,Shopping,Home Goods,Retail shopping,Amazon,expense,2
2024-12-13,18.13,Other,Other,Level ready left administration.,"Gregory, Mosley and Thomas",expense,2
2024-12-14,49.52,Subscription,Subscription,Despite believe fire.,Jenkins-Forbes,expense,2
2024-12-15,3665.08,Salary,Salary,Monthly salary payment,Healthcare LLC,income,2
2024-12-15,6.55,Entertainment,Music,Movie tickets,AMC Theaters,expense,2
2024-12-15,36.73,Bank Fee,Bank Fee,Whether space sometimes key ground.,Davis-Garcia,expense,2
2024-12-16,4.63,Entertainment,Streaming,Subscription,Netflix,expense,2
2024-12-17,35.30567468306146,Food & Dining,Delivery,Lunch,Starbucks,expense,2
2024-12-19,73.52279335171532,Food & Dining,Coffee,Dinner,Whole Foods,expense,2
2024-12-19,13.18,Entertainment,Streaming,Concert,AMC Theaters,expense,2
2024-12-19,41.36,Subscription,Subscription,Walk between fish long.,Manning-Mckee,expense,2
2024-12-21,35.91,Transportation,Gas,Gas fill-up,Chevron,expense,2
2024-12-23,38.4,Transportation,Car Payment,Gas fill-up,Uber,expense,2
2024-12-23,32.12791313883258,Shopping,Personal Care,Personal items,Macys,expense,2
2024-12-24,35.37,Subscription,Subscription,Special yes.,"Molina, Davis and Jenkins",expense,2
2024-12-24,25.03,Subscription,Subscription,Happen nearly if minute front.,"West, Martin and Lara",expense,2
2024-12-25,26.7524827507584,Food & Dining,Delivery,Coffee,Uber Eats,expense,2
2024-12-25,25.487311736065713,Food & Dining,Restaurants,Dinner,Chipotle,expense,2
2024-12-25,37.77,ATM Fee,ATM Fee,View suffer issue executive live.,"Ramirez, Oconnor and Scott",expense,2
2024-12-27,61.89952796513504,Shopping,Home Goods,Retail shopping,Target,expense,2
2024-12-27,64.49005066131382,Shopping,Home Goods,Personal items,Best Buy,expense,2
2024-12-29,1387.32,Housing,HOA Fees,Rent payment,Bank of America,expense,2
2024-12-30,41.09,Transportation,Public Transit,Gas fill-up,Metro,expense,2
2024-12-30,47.47,Transportation,Gas,Parking fee,Honda Finance,expense,2
2024-12-31,17.79743510048112,Food & Dining,Restaurants,Lunch,McDonalds,expense,2
2024-12-31,14.24,Entertainment,Gaming,Concert,Spotify,expense,2
2024-01-01,5608.03,Salary,Salary,Monthly salary payment,Healthcare LLC,income,3
2024-01-01,2262.25,Housing,Rent,Rent payment,Wells Fargo,expense,3
2024-01-01,20.58,ATM Fee,ATM Fee,Look enter service.,Gallegos-Brewer,expense,3
2024-01-02,32.23,Bank Fee,Bank Fee,Federal behind drive small.,Johnston LLC,expense,3
2024-01-03,50.69,Food & Dining,Groceries,Coffee,Whole Foods,expense,3
2024-01-03,35.75,Entertainment,Movies,Movie tickets,Steam,expense,3
2024-01-05,2078.97,Housing,Mortgage,Mortgage payment,Property Manager,expense,3
2024-01-07,11.5,Other,Other,Leave measure.,"Lopez, Ryan and Brown",expense,3
2024-01-08,17.73,Food & Dining,Coffee,Lunch,Uber Eats,expense,3
2024-01-08,295.17,Utilities,Phone,Electric bill,Comcast,expense,3
2024-01-08,21.3,Other,Other,Begin serve.,Golden-Cooper,expense,3
2024-01-09,10.83,Subscription,Subscription,Fear teacher matter adult fund.,Herrera-Todd,expense,3
2024-01-12,31.0,Food & Dining,Coffee,Coffee,Safeway,expense,3
2024-01-13,32.95,Subscription,Subscription,Chair fall number himself.,Ingram-Mcdonald,expense,3
2024-01-15,5554.5,Salary,Salary,Monthly salary payment,Tech Corp,income,3
2024-01-16,28.12,Entertainment,Gaming,Concert,Spotify,expense,3
2024-01-16,6.43,Subscription,Subscription,Nation close up account.,Griffith-Warner,expense,3
2024-01-17,74.43,Food & Dining,Groceries,Dinner,Whole Foods,expense,3
2024-01-17,55.97,Transportation,Car Payment,Parking fee,Metro,expense,3
2024-01-18,80.19,Transportation,Parking,Gas fill-up,Shell,expense,3
2024-01-18,9.72,Entertainment,Movies,Concert,AMC Theaters,expense,3
2024-01-18,39.0,Shopping,Electronics,Personal items,CVS,expense,3
2024-01-18,244.35,Healthcare,Insurance Premium,Insurance,CVS Pharmacy,expense,3
2024-01-18,11.78,Other,Other,Charge within already plan degree.,"Reyes, Mcdonald and Curtis",expense,3
2024-01-19,31.05,Entertainment,Movies,Concert,PlayStation Store,expense,3
2024-01-20,65.8,Food & Dining,Restaurants,Lunch,Safeway,expense,3
2024-01-20,12.3,Entertainment,Gaming,Subscription,AMC Theaters,expense,3
2024-01-22,21.04,Entertainment,Gaming,Movie tickets,PlayStation Store,expense,3
2024-01-25,54.83,Shopping,Electronics,Personal items,Amazon,expense,3
2024-01-26,2261.59,Housing,Property Tax,Mortgage payment,Wells Fargo,expense,3
2024-01-26,322.95,Utilities,Phone,Electric bill,Comcast,expense,3
2024-01-30,60.22,Transportation,Car Payment,Car payment,Shell,expense,3
2024-01-30,22.91,Shopping,Electronics,Online purchase,CVS,expense,3
2024-01-31,90.63,Transportation,Car Payment,Parking fee,Chevron,expense,3
2024-02-01,5548.51,Salary,Salary,Monthly salary payment,Finance Inc,income,3
2024-02-01,1470.4,Freelance,Freelance,Freelance project payment,Upwork,income,3
2024-02-02,24.68,Shopping,Personal Care,Online purchase,Amazon,expense,3
2024-02-04,210.72,Healthcare,Dental,Doctor visit,Dental Associates,expense,3
2024-02-04,43.82,Other,Other,Own few pass class spring.,Johnson-Jackson,expense,3
2024-02-05,66.65,Food & Dining,Restaurants,Lunch,Safeway,expense,3
2024-02-06,42.02,Food & Dining,Restaurants,Grocery shopping,Chipotle,expense,3
2024-02-07,51.84,Transportation,Parking,Gas fill-up,Metro,expense,3
2024-02-09,47.11,ATM Fee,ATM Fee,Week eight able.,"Lowery, Davis and Cummings",expense,3
2024-02-10,60.27,Transportation,Uber/Lyft,Parking fee,Chevron,expense,3
2024-02-10,13.72,Subscription,Subscription,Democratic after agreement.,Henderson Group,expense,3
2024-02-10,36.69,Other,Other,Toward expert amount author.,Perez-Lee,expense,3
2024-02-11,10.04,Entertainment,Streaming,Subscription,Netflix,expense,3
2024-02-11,17.13,Entertainment,Sports,Subscription,PlayStation Store,expense,3
2024-02-11,48.31,Bank Fee,Bank Fee,Control animal give agree position.,Mendez-Atkins,expense,3
2024-02-12,56.73,Food & Dining,Delivery,Dinner,Uber Eats,expense,3
2024-02-13,12.14,Food & Dining,Delivery,Dinner,Safeway,expense,3
2024-02-13,69.77,Food & Dining,Fast Food,Grocery shopping,Safeway,expense,3
2024-02-14,16.06,Entertainment,Streaming,Concert,PlayStation Store,expense,3
2024-02-15,5476.36,Salary,Salary,Monthly salary payment,Tech Corp,income,3
2024-02-15,789.64,Freelance,Freelance,Freelance project payment,Upwork,income,3
2024-02-16,87.03,Transportation,Car Payment,Car payment,Honda Finance,expense,3
2024-02-16,35.16,Entertainment,Movies,Subscription,Spotify,expense,3
2024-02-16,38.95,Bank Fee,Bank Fee,Else form worker military ball.,"Rodriguez, Berry and Rice",expense,3
2024-02-17,26.92,Subscription,Subscription,Born company star forward.,Zhang and Sons,expense,3
2024-02-20,78.42,Transportation,Uber/Lyft,Gas fill-up,Chevron,expense,3
2024-02-20,27.5,Shopping,Personal Care,Retail shopping,Target,expense,3
2024-02-22,266.13,Utilities,Internet,Phone bill,PG&E,expense,3
2024-02-22,49.64,Bank Fee,Bank Fee,Agreement body decision.,"Combs, Welch and Watkins",expense,3
2024-02-23,278.86,Healthcare,Doctor Visit,Doctor visit,CVS Pharmacy,expense,3
2024-02-23,35.51,ATM Fee,ATM Fee,Piece try court.,Garcia-Faulkner,expense,3
2024-02-24,43.84,Food & Dining,Coffee,Grocery shopping,Whole Foods,expense,3
2024-02-25,2274.47,Housing,HOA Fees,Property maintenance,Property Manager,expense,3
2024-02-25,244.16,Utilities,Internet,Internet bill,Water Company,expense,3
2024-02-26,30.56,Entertainment,Gaming,Concert,AMC Theaters,expense,3
2024-02-26,9.81,Other,Other,Hold authority budget.,Perry Ltd,expense,3
2024-02-27,95.24,Transportation,Public Transit,Car payment,Chevron,expense,3
2024-02-28,49.29,Shopping,Personal Care,Online purchase,CVS,expense,3
2024-02-29,25.42,Entertainment,Music,Movie tickets,AMC Theaters,expense,3
2024-03-01,5618.44,Salary,Salary,Monthly salary payment,Tech Corp,income,3
2024-03-01,86.24,Transportation,Car Payment,Parking fee,Uber,expense,3
2024-03-02,39.83,Subscription,Subscription,Truth like face take.,Robinson Ltd,expense,3
2024-03-02,39.5,Subscription,Subscription,Either hot.,Miller-Young,expense,3
2024-03-02,14.99,Subscription,Subscription,Tell group.,Collins-Taylor,expense,3
2024-03-03,35.58,Entertainment,Gaming,Movie tickets,Netflix,expense,3
2024-03-04,14.82,Entertainment,Music,Concert,Spotify,expense,3
2024-03-04,9.83,Bank Fee,Bank Fee,Rest wait attorney student.,Vaughn-Cobb,expense,3
2024-03-05,154.95,Healthcare,Dental,Doctor visit,Dental Associates,expense,3
2024-03-06,152.63,Healthcare,Insurance Premium,Doctor visit,Kaiser Permanente,expense,3
2024-03-07,58.64,Transportation,Parking,Parking fee,Honda Finance,expense,3
2024-03-07,28.28,Shopping,Electronics,Online purchase,CVS,expense,3
2024-03-07,13.89,Bank Fee,Bank Fee,Similar north some necessary.,Manning-Ross,expense,3
2024-03-08,32.05,Bank Fee,Bank Fee,Either development.,Buchanan Group,expense,3
2024-03-12,22.57,Food & Dining,Restaurants,Coffee,Uber Eats,expense,3
2024-03-12,100.94,Transportation,Gas,Car payment,Chevron,expense,3
2024-03-12,81.02,Transportation,Gas,Car payment,Honda Finance,expense,3
2024-03-13,73.71,Food & Dining,Groceries,Grocery shopping,Whole Foods,expense,3
2024-03-14,59.43,Food & Dining,Fast Food,Grocery shopping,Chipotle,expense,3
2024-03-14,20.9,Bank Fee,Bank Fee,Performance a weight worker firm.,Sanders-Hansen,expense,3
2024-03-15,5677.21,Salary,Salary,Monthly salary payment,Tech Corp,income,3
2024-03-15,622.69,Freelance,Freelance,Freelance project payment,Client B,income,3
2024-03-15,35.18,ATM Fee,ATM Fee,Interesting rule.,Berg Inc,expense,3
2024-03-17,25.47,Food & Dining,Restaurants,Coffee,McDonalds,expense,3
2024-03-17,43.64,Subscription,Subscription,Firm change help perhaps never.,Sanchez Group,expense,3
2024-03-17,44.72,Bank Fee,Bank Fee,Assume present street especially hundred.,"Mcmahon, Leonard and Gomez",expense,3
2024-03-18,73.69,Food & Dining,Coffee,Coffee,DoorDash,expense,3
2024-03-18,40.95,Bank Fee,Bank Fee,Well lead street once buy.,"Stone, Fox and Smith",expense,3
2024-03-18,24.34,Bank Fee,Bank Fee,Cell stand environment.,Moore LLC,expense,3
2024-03-19,2219.74,Housing,Property Tax,Mortgage payment,Landlord,expense,3
2024-03-19,26.84,Shopping,Books,Personal items,Amazon,expense,3
2024-03-21,15.93,Entertainment,Movies,Subscription,Netflix,expense,3
2024-03-23,264.45,Utilities,Water,Phone bill,AT&T,expense,3
2024-03-24,32.08,Entertainment,Streaming,Concert,Netflix,expense,3
2024-03-24,39.31,Entertainment,Streaming,Subscription,PlayStation Store,expense,3
2024-03-25,347.68,Utilities,Phone,Phone bill,AT&T,expense,3
2024-03-26,1053.97,Travel,Car Rental,Vacation expense,Hertz,expense,3
2024-03-27,72.81,Food & Dining,Restaurants,Dinner,Starbucks,expense,3
2024-03-27,25.71,Shopping,Electronics,Personal items,Best Buy,expense,3
2024-03-28,2166.89,Housing,HOA Fees,Rent payment,Home Depot,expense,3
2024-03-28,29.36,Subscription,Subscription,Decade respond culture everybody study.,Johns Inc,expense,3
2024-03-29,54.19,Shopping,Clothing,Retail shopping,Macys,expense,3
2024-03-30,40.0,Entertainment,Streaming,Subscription,AMC Theaters,expense,3
2024-03-31,36.91,Transportation,Car Payment,Parking fee,Lyft,expense,3
2024-03-31,66.53,Transportation,Gas,Car payment,Lyft,expense,3
2024-04-01,5583.14,Salary,Salary,Monthly salary payment,Tech Corp,income,3
2024-04-02,28.54,Shopping,Personal Care,Online purchase,Target,expense,3
2024-04-02,17.44,Other,Other,Fine along record most near.,Gray Ltd,expense,3
2024-04-03,98.41,Transportation,Gas,Gas fill-up,Metro,expense,3
2024-04-04,23.26,Bank Fee,Bank Fee,Camera wish.,"Martinez, Smith and Carpenter",expense,3
2024-04-06,9.96,Other,Other,Join structure window.,"Cox, Strickland and Chapman",expense,3
